Orthogroup	Sorghum	Rice
OG0006520	Sobic.003G444600.1.p pacid=37913465 transcript=Sobic.003G444600.1 locus=Sobic.003G444600 ID=Sobic.003G444600.1.v3.2 annot-version=v3.1.1	LOC_Os01g74280.1 pacid=33123522 transcript=LOC_Os01g74280.1 locus=LOC_Os01g74280 ID=LOC_Os01g74280.1.MSUv7.0 annot-version=v7.0
OG0000876	Sobic.003G153800.1.p pacid=37913468 transcript=Sobic.003G153800.1 locus=Sobic.003G153800 ID=Sobic.003G153800.1.v3.2 annot-version=v3.1.1	LOC_Os01g22900.1 pacid=33121214 transcript=LOC_Os01g22900.1 locus=LOC_Os01g22900 ID=LOC_Os01g22900.1.MSUv7.0 annot-version=v7.0
OG0009621	Sobic.003G327200.1.p pacid=37913469 transcript=Sobic.003G327200.1 locus=Sobic.003G327200 ID=Sobic.003G327200.1.v3.2 annot-version=v3.1.1	LOC_Os01g58790.2 pacid=33125088 transcript=LOC_Os01g58790.2 locus=LOC_Os01g58790 ID=LOC_Os01g58790.2.MSUv7.0 annot-version=v7.0
OG0001700	Sobic.003G012800.1.p pacid=37913471 transcript=Sobic.003G012800.1 locus=Sobic.003G012800 ID=Sobic.003G012800.1.v3.2 annot-version=v3.1.1	LOC_Os01g12440.1 pacid=33126483 transcript=LOC_Os01g12440.1 locus=LOC_Os01g12440 ID=LOC_Os01g12440.1.MSUv7.0 annot-version=v7.0
OG0017413	Sobic.003G238400.1.p pacid=37913472 transcript=Sobic.003G238400.1 locus=Sobic.003G238400 ID=Sobic.003G238400.1.v3.2 annot-version=v3.1.1	LOC_Os01g46040.1 pacid=33123178 transcript=LOC_Os01g46040.1 locus=LOC_Os01g46040 ID=LOC_Os01g46040.1.MSUv7.0 annot-version=v7.0
OG0005687	Sobic.003G393100.1.p pacid=37913473 transcript=Sobic.003G393100.1 locus=Sobic.003G393100 ID=Sobic.003G393100.1.v3.2 annot-version=v3.1.1	LOC_Os01g67740.1 pacid=33123036 transcript=LOC_Os01g67740.1 locus=LOC_Os01g67740 ID=LOC_Os01g67740.1.MSUv7.0 annot-version=v7.0
OG0010606	Sobic.003G359500.1.p pacid=37913474 transcript=Sobic.003G359500.1 locus=Sobic.003G359500 ID=Sobic.003G359500.1.v3.2 annot-version=v3.1.1	LOC_Os01g63410.1 pacid=33124293 transcript=LOC_Os01g63410.1 locus=LOC_Os01g63410 ID=LOC_Os01g63410.1.MSUv7.0 annot-version=v7.0
OG0006940	Sobic.003G074400.1.p pacid=37913475 transcript=Sobic.003G074400.1 locus=Sobic.003G074400 ID=Sobic.003G074400.1.v3.2 annot-version=v3.1.1	"LOC_Os01g05090.1 pacid=33124400 transcript=LOC_Os01g05090.1 locus=LOC_Os01g05090 ID=LOC_Os01g05090.1.MSUv7.0 annot-version=v7.0, LOC_Os03g47550.1 pacid=33133293 transcript=LOC_Os03g47550.1 locus=LOC_Os03g47550 ID=LOC_Os03g47550.1.MSUv7.0 annot-version=v7.0"
OG0000020	Sobic.003G287500.1.p pacid=37913477 transcript=Sobic.003G287500.1 locus=Sobic.003G287500 ID=Sobic.003G287500.1.v3.2 annot-version=v3.1.1	LOC_Os01g53330.1 pacid=33125680 transcript=LOC_Os01g53330.1 locus=LOC_Os01g53330 ID=LOC_Os01g53330.1.MSUv7.0 annot-version=v7.0
OG0000753	Sobic.003G310200.1.p pacid=37913478 transcript=Sobic.003G310200.1 locus=Sobic.003G310200 ID=Sobic.003G310200.1.v3.2 annot-version=v3.1.1	LOC_Os01g56430.1 pacid=33121002 transcript=LOC_Os01g56430.1 locus=LOC_Os01g56430 ID=LOC_Os01g56430.1.MSUv7.0 annot-version=v7.0
OG0000408	Sobic.003G401400.1.p pacid=37913481 transcript=Sobic.003G401400.1 locus=Sobic.003G401400 ID=Sobic.003G401400.1.v3.2 annot-version=v3.1.1	LOC_Os01g68790.3 pacid=33124964 transcript=LOC_Os01g68790.3 locus=LOC_Os01g68790 ID=LOC_Os01g68790.3.MSUv7.0 annot-version=v7.0
OG0000593	Sobic.003G336700.1.p pacid=37913490 transcript=Sobic.003G336700.1 locus=Sobic.003G336700 ID=Sobic.003G336700.1.v3.2 annot-version=v3.1.1	LOC_Os01g60280.1 pacid=33125985 transcript=LOC_Os01g60280.1 locus=LOC_Os01g60280 ID=LOC_Os01g60280.1.MSUv7.0 annot-version=v7.0
OG0001964	Sobic.003G138900.1.p pacid=37913491 transcript=Sobic.003G138900.1 locus=Sobic.003G138900 ID=Sobic.003G138900.1.v3.2 annot-version=v3.1.1	LOC_Os01g18640.1 pacid=33121985 transcript=LOC_Os01g18640.1 locus=LOC_Os01g18640 ID=LOC_Os01g18640.1.MSUv7.0 annot-version=v7.0
OG0015198	Sobic.003G281300.1.p pacid=37913497 transcript=Sobic.003G281300.1 locus=Sobic.003G281300 ID=Sobic.003G281300.1.v3.2 annot-version=v3.1.1	LOC_Os01g52540.1 pacid=33121770 transcript=LOC_Os01g52540.1 locus=LOC_Os01g52540 ID=LOC_Os01g52540.1.MSUv7.0 annot-version=v7.0
OG0015281	Sobic.003G312600.1.p pacid=37913498 transcript=Sobic.003G312600.1 locus=Sobic.003G312600 ID=Sobic.003G312600.1.v3.2 annot-version=v3.1.1	LOC_Os01g56660.1 pacid=33124270 transcript=LOC_Os01g56660.1 locus=LOC_Os01g56660 ID=LOC_Os01g56660.1.MSUv7.0 annot-version=v7.0
OG0001164	Sobic.003G298800.2.p pacid=37913501 transcript=Sobic.003G298800.2 locus=Sobic.003G298800 ID=Sobic.003G298800.2.v3.2 annot-version=v3.1.1	LOC_Os01g55020.6 pacid=33120712 transcript=LOC_Os01g55020.6 locus=LOC_Os01g55020 ID=LOC_Os01g55020.6.MSUv7.0 annot-version=v7.0
OG0015154	Sobic.003G006500.1.p pacid=37913515 transcript=Sobic.003G006500.1 locus=Sobic.003G006500 ID=Sobic.003G006500.1.v3.2 annot-version=v3.1.1	LOC_Os01g13140.1 pacid=33120584 transcript=LOC_Os01g13140.1 locus=LOC_Os01g13140 ID=LOC_Os01g13140.1.MSUv7.0 annot-version=v7.0
OG0008642	Sobic.003G183900.1.p pacid=37913516 transcript=Sobic.003G183900.1 locus=Sobic.003G183900 ID=Sobic.003G183900.1.v3.2 annot-version=v3.1.1	LOC_Os01g36540.1 pacid=33119710 transcript=LOC_Os01g36540.1 locus=LOC_Os01g36540 ID=LOC_Os01g36540.1.MSUv7.0 annot-version=v7.0
OG0002367	Sobic.003G401900.1.p pacid=37913518 transcript=Sobic.003G401900.1 locus=Sobic.003G401900 ID=Sobic.003G401900.1.v3.2 annot-version=v3.1.1	LOC_Os01g68840.1 pacid=33125762 transcript=LOC_Os01g68840.1 locus=LOC_Os01g68840 ID=LOC_Os01g68840.1.MSUv7.0 annot-version=v7.0
OG0013617	Sobic.003G097200.2.p pacid=37913519 transcript=Sobic.003G097200.2 locus=Sobic.003G097200 ID=Sobic.003G097200.2.v3.2 annot-version=v3.1.1	"LOC_Os01g02290.1 pacid=33122856 transcript=LOC_Os01g02290.1 locus=LOC_Os01g02290 ID=LOC_Os01g02290.1.MSUv7.0 annot-version=v7.0, LOC_Os01g02560.1 pacid=33124911 transcript=LOC_Os01g02560.1 locus=LOC_Os01g02560 ID=LOC_Os01g02560.1.MSUv7.0 annot-version=v7.0"
OG0005493	Sobic.003G203000.1.p pacid=37913523 transcript=Sobic.003G203000.1 locus=Sobic.003G203000 ID=Sobic.003G203000.1.v3.2 annot-version=v3.1.1	LOC_Os01g40710.1 pacid=33122510 transcript=LOC_Os01g40710.1 locus=LOC_Os01g40710 ID=LOC_Os01g40710.1.MSUv7.0 annot-version=v7.0
OG0017551	Sobic.003G153900.1.p pacid=37913524 transcript=Sobic.003G153900.1 locus=Sobic.003G153900 ID=Sobic.003G153900.1.v3.2 annot-version=v3.1.1	LOC_Os09g07730.1 pacid=33140915 transcript=LOC_Os09g07730.1 locus=LOC_Os09g07730 ID=LOC_Os09g07730.1.MSUv7.0 annot-version=v7.0
OG0008058	"Sobic.003G146000.2.p pacid=37913525 transcript=Sobic.003G146000.2 locus=Sobic.003G146000 ID=Sobic.003G146000.2.v3.2 annot-version=v3.1.1, Sobic.003G146100.1.p pacid=37915280 transcript=Sobic.003G146100.1 locus=Sobic.003G146100 ID=Sobic.003G146100.1.v3.2 annot-version=v3.1.1"	LOC_Os01g20206.1 pacid=33120781 transcript=LOC_Os01g20206.1 locus=LOC_Os01g20206 ID=LOC_Os01g20206.1.MSUv7.0 annot-version=v7.0
OG0015217	Sobic.003G154700.1.p pacid=37913527 transcript=Sobic.003G154700.1 locus=Sobic.003G154700 ID=Sobic.003G154700.1.v3.2 annot-version=v3.1.1	LOC_Os01g23380.1 pacid=33122386 transcript=LOC_Os01g23380.1 locus=LOC_Os01g23380 ID=LOC_Os01g23380.1.MSUv7.0 annot-version=v7.0
OG0007971	"Sobic.003G113700.1.p pacid=37913528 transcript=Sobic.003G113700.1 locus=Sobic.003G113700 ID=Sobic.003G113700.1.v3.2 annot-version=v3.1.1, Sobic.003G116000.1.p pacid=37916996 transcript=Sobic.003G116000.1 locus=Sobic.003G116000 ID=Sobic.003G116000.1.v3.2 annot-version=v3.1.1, Sobic.004G183501.1.p pacid=37929352 transcript=Sobic.004G183501.1 locus=Sobic.004G183501 ID=Sobic.004G183501.1.v3.2 annot-version=v3.1.1, Sobic.004G183400.1.p pacid=37933266 transcript=Sobic.004G183400.1 locus=Sobic.004G183400 ID=Sobic.004G183400.1.v3.2 annot-version=v3.1.1, Sobic.K026200.1.p pacid=37945334 transcript=Sobic.K026200.1 locus=Sobic.K026200 ID=Sobic.K026200.1.v3.2 annot-version=v3.1.1"	LOC_Os01g15029.1 pacid=33121795 transcript=LOC_Os01g15029.1 locus=LOC_Os01g15029 ID=LOC_Os01g15029.1.MSUv7.0 annot-version=v7.0
OG0001897	Sobic.003G403500.1.p pacid=37913529 transcript=Sobic.003G403500.1 locus=Sobic.003G403500 ID=Sobic.003G403500.1.v3.2 annot-version=v3.1.1	LOC_Os01g69050.1 pacid=33125593 transcript=LOC_Os01g69050.1 locus=LOC_Os01g69050 ID=LOC_Os01g69050.1.MSUv7.0 annot-version=v7.0
OG0001038	Sobic.003G403900.1.p pacid=37913531 transcript=Sobic.003G403900.1 locus=Sobic.003G403900 ID=Sobic.003G403900.1.v3.2 annot-version=v3.1.1	"LOC_Os01g69070.1 pacid=33120707 transcript=LOC_Os01g69070.1 locus=LOC_Os01g69070 ID=LOC_Os01g69070.1.MSUv7.0 annot-version=v7.0, LOC_Os12g04000.1 pacid=33153885 transcript=LOC_Os12g04000.1 locus=LOC_Os12g04000 ID=LOC_Os12g04000.1.MSUv7.0 annot-version=v7.0"
OG0015241	Sobic.003G417500.1.p pacid=37913535 transcript=Sobic.003G417500.1 locus=Sobic.003G417500 ID=Sobic.003G417500.1.v3.2 annot-version=v3.1.1	LOC_Os01g70870.1 pacid=33123057 transcript=LOC_Os01g70870.1 locus=LOC_Os01g70870 ID=LOC_Os01g70870.1.MSUv7.0 annot-version=v7.0
OG0013590	Sobic.003G258700.3.p pacid=37913536 transcript=Sobic.003G258700.3 locus=Sobic.003G258700 ID=Sobic.003G258700.3.v3.2 annot-version=v3.1.1	LOC_Os01g48950.1 pacid=33121070 transcript=LOC_Os01g48950.1 locus=LOC_Os01g48950 ID=LOC_Os01g48950.1.MSUv7.0 annot-version=v7.0
OG0004199	"Sobic.003G276901.1.p pacid=37913537 transcript=Sobic.003G276901.1 locus=Sobic.003G276901 ID=Sobic.003G276901.1.v3.2 annot-version=v3.1.1, Sobic.007G011600.1.p pacid=37934593 transcript=Sobic.007G011600.1 locus=Sobic.007G011600 ID=Sobic.007G011600.1.v3.2 annot-version=v3.1.1"	LOC_Os08g01930.1 pacid=33103350 transcript=LOC_Os08g01930.1 locus=LOC_Os08g01930 ID=LOC_Os08g01930.1.MSUv7.0 annot-version=v7.0
OG0012694	Sobic.003G207900.2.p pacid=37913539 transcript=Sobic.003G207900.2 locus=Sobic.003G207900 ID=Sobic.003G207900.2.v3.2 annot-version=v3.1.1	LOC_Os01g41420.1 pacid=33124339 transcript=LOC_Os01g41420.1 locus=LOC_Os01g41420 ID=LOC_Os01g41420.1.MSUv7.0 annot-version=v7.0
OG0000272	Sobic.003G378400.2.p pacid=37913542 transcript=Sobic.003G378400.2 locus=Sobic.003G378400 ID=Sobic.003G378400.2.v3.2 annot-version=v3.1.1	LOC_Os01g65986.1 pacid=33125048 transcript=LOC_Os01g65986.1 locus=LOC_Os01g65986 ID=LOC_Os01g65986.1.MSUv7.0 annot-version=v7.0
OG0009529	Sobic.003G092800.1.p pacid=37913543 transcript=Sobic.003G092800.1 locus=Sobic.003G092800 ID=Sobic.003G092800.1.v3.2 annot-version=v3.1.1	LOC_Os01g03144.1 pacid=33125582 transcript=LOC_Os01g03144.1 locus=LOC_Os01g03144 ID=LOC_Os01g03144.1.MSUv7.0 annot-version=v7.0
OG0015338	Sobic.003G363300.1.p pacid=37913544 transcript=Sobic.003G363300.1 locus=Sobic.003G363300 ID=Sobic.003G363300.1.v3.2 annot-version=v3.1.1	LOC_Os01g63990.1 pacid=33125721 transcript=LOC_Os01g63990.1 locus=LOC_Os01g63990 ID=LOC_Os01g63990.1.MSUv7.0 annot-version=v7.0
OG0002946	Sobic.003G377000.1.p pacid=37913546 transcript=Sobic.003G377000.1 locus=Sobic.003G377000 ID=Sobic.003G377000.1.v3.2 annot-version=v3.1.1	LOC_Os01g65800.1 pacid=33123207 transcript=LOC_Os01g65800.1 locus=LOC_Os01g65800 ID=LOC_Os01g65800.1.MSUv7.0 annot-version=v7.0
OG0002563	Sobic.003G345200.1.p pacid=37913547 transcript=Sobic.003G345200.1 locus=Sobic.003G345200 ID=Sobic.003G345200.1.v3.2 annot-version=v3.1.1	LOC_Os01g61620.1 pacid=33121017 transcript=LOC_Os01g61620.1 locus=LOC_Os01g61620 ID=LOC_Os01g61620.1.MSUv7.0 annot-version=v7.0
OG0001349	"Sobic.003G323300.1.p pacid=37913553 transcript=Sobic.003G323300.1 locus=Sobic.003G323300 ID=Sobic.003G323300.1.v3.2 annot-version=v3.1.1, Sobic.009G185900.1.p pacid=37922234 transcript=Sobic.009G185900.1 locus=Sobic.009G185900 ID=Sobic.009G185900.1.v3.2 annot-version=v3.1.1"	LOC_Os05g41910.1 pacid=33159577 transcript=LOC_Os05g41910.1 locus=LOC_Os05g41910 ID=LOC_Os05g41910.1.MSUv7.0 annot-version=v7.0
OG0001327	Sobic.003G373800.1.p pacid=37913556 transcript=Sobic.003G373800.1 locus=Sobic.003G373800 ID=Sobic.003G373800.1.v3.2 annot-version=v3.1.1	LOC_Os01g65420.1 pacid=33121755 transcript=LOC_Os01g65420.1 locus=LOC_Os01g65420 ID=LOC_Os01g65420.1.MSUv7.0 annot-version=v7.0
OG0007963	Sobic.003G248400.1.p pacid=37913557 transcript=Sobic.003G248400.1 locus=Sobic.003G248400 ID=Sobic.003G248400.1.v3.2 annot-version=v3.1.1	LOC_Os01g47560.1 pacid=33119189 transcript=LOC_Os01g47560.1 locus=LOC_Os01g47560 ID=LOC_Os01g47560.1.MSUv7.0 annot-version=v7.0
OG0015175	Sobic.003G190600.1.p pacid=37913558 transcript=Sobic.003G190600.1 locus=Sobic.003G190600 ID=Sobic.003G190600.1.v3.2 annot-version=v3.1.1	LOC_Os01g37980.1 pacid=33121223 transcript=LOC_Os01g37980.1 locus=LOC_Os01g37980 ID=LOC_Os01g37980.1.MSUv7.0 annot-version=v7.0
OG0007258	"Sobic.003G401600.1.p pacid=37913561 transcript=Sobic.003G401600.1 locus=Sobic.003G401600 ID=Sobic.003G401600.1.v3.2 annot-version=v3.1.1, Sobic.001G072500.2.p pacid=37939288 transcript=Sobic.001G072500.2 locus=Sobic.001G072500 ID=Sobic.001G072500.2.v3.2 annot-version=v3.1.1"	LOC_Os01g68810.1 pacid=33126287 transcript=LOC_Os01g68810.1 locus=LOC_Os01g68810 ID=LOC_Os01g68810.1.MSUv7.0 annot-version=v7.0
OG0003139	Sobic.003G382300.1.p pacid=37913562 transcript=Sobic.003G382300.1 locus=Sobic.003G382300 ID=Sobic.003G382300.1.v3.2 annot-version=v3.1.1	LOC_Os01g66490.1 pacid=33126150 transcript=LOC_Os01g66490.1 locus=LOC_Os01g66490 ID=LOC_Os01g66490.1.MSUv7.0 annot-version=v7.0
OG0012295	Sobic.003G360100.1.p pacid=37913564 transcript=Sobic.003G360100.1 locus=Sobic.003G360100 ID=Sobic.003G360100.1.v3.2 annot-version=v3.1.1	LOC_Os01g63500.1 pacid=33126577 transcript=LOC_Os01g63500.1 locus=LOC_Os01g63500 ID=LOC_Os01g63500.1.MSUv7.0 annot-version=v7.0
OG0005959	"Sobic.003G076800.1.p pacid=37913565 transcript=Sobic.003G076800.1 locus=Sobic.003G076800 ID=Sobic.003G076800.1.v3.2 annot-version=v3.1.1, Sobic.003G076700.1.p pacid=37917920 transcript=Sobic.003G076700.1 locus=Sobic.003G076700 ID=Sobic.003G076700.1.v3.2 annot-version=v3.1.1, Sobic.004G006100.1.p pacid=37931917 transcript=Sobic.004G006100.1 locus=Sobic.004G006100 ID=Sobic.004G006100.1.v3.2 annot-version=v3.1.1, Sobic.004G006400.1.p pacid=37932366 transcript=Sobic.004G006400.1 locus=Sobic.004G006400 ID=Sobic.004G006400.1.v3.2 annot-version=v3.1.1"	LOC_Os02g01890.1 pacid=33137993 transcript=LOC_Os02g01890.1 locus=LOC_Os02g01890 ID=LOC_Os02g01890.1.MSUv7.0 annot-version=v7.0
OG0000232	Sobic.003G297200.1.p pacid=37913572 transcript=Sobic.003G297200.1 locus=Sobic.003G297200 ID=Sobic.003G297200.1.v3.2 annot-version=v3.1.1	LOC_Os01g54810.1 pacid=33124311 transcript=LOC_Os01g54810.1 locus=LOC_Os01g54810 ID=LOC_Os01g54810.1.MSUv7.0 annot-version=v7.0
OG0005761	Sobic.003G398400.1.p pacid=37913575 transcript=Sobic.003G398400.1 locus=Sobic.003G398400 ID=Sobic.003G398400.1.v3.2 annot-version=v3.1.1	LOC_Os01g68380.1 pacid=33121739 transcript=LOC_Os01g68380.1 locus=LOC_Os01g68380 ID=LOC_Os01g68380.1.MSUv7.0 annot-version=v7.0
OG0012117	"Sobic.003G335100.1.p pacid=37913576 transcript=Sobic.003G335100.1 locus=Sobic.003G335100 ID=Sobic.003G335100.1.v3.2 annot-version=v3.1.1, Sobic.009G177400.1.p pacid=37921801 transcript=Sobic.009G177400.1 locus=Sobic.009G177400 ID=Sobic.009G177400.1.v3.2 annot-version=v3.1.1"	LOC_Os05g40770.1 pacid=33156590 transcript=LOC_Os05g40770.1 locus=LOC_Os05g40770 ID=LOC_Os05g40770.1.MSUv7.0 annot-version=v7.0
OG0008638	Sobic.003G283800.1.p pacid=37913577 transcript=Sobic.003G283800.1 locus=Sobic.003G283800 ID=Sobic.003G283800.1.v3.2 annot-version=v3.1.1	LOC_Os01g52864.1 pacid=33120708 transcript=LOC_Os01g52864.1 locus=LOC_Os01g52864 ID=LOC_Os01g52864.1.MSUv7.0 annot-version=v7.0
OG0000109	Sobic.003G350100.1.p pacid=37913578 transcript=Sobic.003G350100.1 locus=Sobic.003G350100 ID=Sobic.003G350100.1.v3.2 annot-version=v3.1.1	LOC_Os01g62230.1 pacid=33122965 transcript=LOC_Os01g62230.1 locus=LOC_Os01g62230 ID=LOC_Os01g62230.1.MSUv7.0 annot-version=v7.0
OG0000396	Sobic.003G374400.1.p pacid=37913579 transcript=Sobic.003G374400.1 locus=Sobic.003G374400 ID=Sobic.003G374400.1.v3.2 annot-version=v3.1.1	LOC_Os01g65500.1 pacid=33124574 transcript=LOC_Os01g65500.1 locus=LOC_Os01g65500 ID=LOC_Os01g65500.1.MSUv7.0 annot-version=v7.0
OG0010540	Sobic.003G340500.1.p pacid=37913580 transcript=Sobic.003G340500.1 locus=Sobic.003G340500 ID=Sobic.003G340500.1.v3.2 annot-version=v3.1.1	LOC_Os01g61020.1 pacid=33119273 transcript=LOC_Os01g61020.1 locus=LOC_Os01g61020 ID=LOC_Os01g61020.1.MSUv7.0 annot-version=v7.0
OG0012360	Sobic.003G024500.1.p pacid=37913581 transcript=Sobic.003G024500.1 locus=Sobic.003G024500 ID=Sobic.003G024500.1.v3.2 annot-version=v3.1.1	LOC_Os01g10880.1 pacid=33120291 transcript=LOC_Os01g10880.1 locus=LOC_Os01g10880 ID=LOC_Os01g10880.1.MSUv7.0 annot-version=v7.0
OG0005113	"Sobic.003G410300.1.p pacid=37913582 transcript=Sobic.003G410300.1 locus=Sobic.003G410300 ID=Sobic.003G410300.1.v3.2 annot-version=v3.1.1, Sobic.006G056400.1.p pacid=37948760 transcript=Sobic.006G056400.1 locus=Sobic.006G056400 ID=Sobic.006G056400.1.v3.2 annot-version=v3.1.1"	LOC_Os04g32480.1 pacid=33112956 transcript=LOC_Os04g32480.1 locus=LOC_Os04g32480 ID=LOC_Os04g32480.1.MSUv7.0 annot-version=v7.0
OG0004004	Sobic.003G139600.1.p pacid=37913583 transcript=Sobic.003G139600.1 locus=Sobic.003G139600 ID=Sobic.003G139600.1.v3.2 annot-version=v3.1.1	LOC_Os01g18810.1 pacid=33122142 transcript=LOC_Os01g18810.1 locus=LOC_Os01g18810 ID=LOC_Os01g18810.1.MSUv7.0 annot-version=v7.0
OG0001526	"Sobic.003G441100.1.p pacid=37913584 transcript=Sobic.003G441100.1 locus=Sobic.003G441100 ID=Sobic.003G441100.1.v3.2 annot-version=v3.1.1, Sobic.006G068800.1.p pacid=37948883 transcript=Sobic.006G068800.1 locus=Sobic.006G068800 ID=Sobic.006G068800.1.v3.2 annot-version=v3.1.1"	"LOC_Os04g33600.1 pacid=33108154 transcript=LOC_Os04g33600.1 locus=LOC_Os04g33600 ID=LOC_Os04g33600.1.MSUv7.0 annot-version=v7.0, LOC_Os04g33590.1 pacid=33112951 transcript=LOC_Os04g33590.1 locus=LOC_Os04g33590 ID=LOC_Os04g33590.1.MSUv7.0 annot-version=v7.0"
OG0001634	Sobic.003G049400.1.p pacid=37913585 transcript=Sobic.003G049400.1 locus=Sobic.003G049400 ID=Sobic.003G049400.1.v3.2 annot-version=v3.1.1	LOC_Os01g07880.1 pacid=33123649 transcript=LOC_Os01g07880.1 locus=LOC_Os01g07880 ID=LOC_Os01g07880.1.MSUv7.0 annot-version=v7.0
OG0003200	Sobic.003G445900.1.p pacid=37913587 transcript=Sobic.003G445900.1 locus=Sobic.003G445900 ID=Sobic.003G445900.1.v3.2 annot-version=v3.1.1	LOC_Os01g74550.1 pacid=33120686 transcript=LOC_Os01g74550.1 locus=LOC_Os01g74550 ID=LOC_Os01g74550.1.MSUv7.0 annot-version=v7.0
OG0005383	Sobic.003G401200.1.p pacid=37913588 transcript=Sobic.003G401200.1 locus=Sobic.003G401200 ID=Sobic.003G401200.1.v3.2 annot-version=v3.1.1	LOC_Os01g68770.1 pacid=33119788 transcript=LOC_Os01g68770.1 locus=LOC_Os01g68770 ID=LOC_Os01g68770.1.MSUv7.0 annot-version=v7.0
OG0012033	"Sobic.003G076100.1.p pacid=37913590 transcript=Sobic.003G076100.1 locus=Sobic.003G076100 ID=Sobic.003G076100.1.v3.2 annot-version=v3.1.1, Sobic.003G075901.1.p pacid=37914038 transcript=Sobic.003G075901.1 locus=Sobic.003G075901 ID=Sobic.003G075901.1.v3.2 annot-version=v3.1.1"	LOC_Os01g49230.1 pacid=33126163 transcript=LOC_Os01g49230.1 locus=LOC_Os01g49230 ID=LOC_Os01g49230.1.MSUv7.0 annot-version=v7.0
OG0006038	Sobic.003G054100.1.p pacid=37913591 transcript=Sobic.003G054100.1 locus=Sobic.003G054100 ID=Sobic.003G054100.1.v3.2 annot-version=v3.1.1	LOC_Os01g07382.1 pacid=33123019 transcript=LOC_Os01g07382.1 locus=LOC_Os01g07382 ID=LOC_Os01g07382.1.MSUv7.0 annot-version=v7.0
OG0001265	Sobic.003G295000.1.p pacid=37913592 transcript=Sobic.003G295000.1 locus=Sobic.003G295000 ID=Sobic.003G295000.1.v3.2 annot-version=v3.1.1	LOC_Os01g54450.1 pacid=33123805 transcript=LOC_Os01g54450.1 locus=LOC_Os01g54450 ID=LOC_Os01g54450.1.MSUv7.0 annot-version=v7.0
OG0000337	Sobic.003G308100.1.p pacid=37913593 transcript=Sobic.003G308100.1 locus=Sobic.003G308100 ID=Sobic.003G308100.1.v3.2 annot-version=v3.1.1	LOC_Os01g56130.1 pacid=33124135 transcript=LOC_Os01g56130.1 locus=LOC_Os01g56130 ID=LOC_Os01g56130.1.MSUv7.0 annot-version=v7.0
OG0000641	Sobic.003G407300.1.p pacid=37913594 transcript=Sobic.003G407300.1 locus=Sobic.003G407300 ID=Sobic.003G407300.1.v3.2 annot-version=v3.1.1	LOC_Os01g69920.1 pacid=33125312 transcript=LOC_Os01g69920.1 locus=LOC_Os01g69920 ID=LOC_Os01g69920.1.MSUv7.0 annot-version=v7.0
OG0001032	Sobic.003G055700.1.p pacid=37913597 transcript=Sobic.003G055700.1 locus=Sobic.003G055700 ID=Sobic.003G055700.1.v3.2 annot-version=v3.1.1	LOC_Os01g07250.1 pacid=33125634 transcript=LOC_Os01g07250.1 locus=LOC_Os01g07250 ID=LOC_Os01g07250.1.MSUv7.0 annot-version=v7.0
OG0012700	"Sobic.003G213300.1.p pacid=37913599 transcript=Sobic.003G213300.1 locus=Sobic.003G213300 ID=Sobic.003G213300.1.v3.2 annot-version=v3.1.1, Sobic.003G213500.1.p pacid=37915333 transcript=Sobic.003G213500.1 locus=Sobic.003G213500 ID=Sobic.003G213500.1.v3.2 annot-version=v3.1.1"	LOC_Os01g42130.1 pacid=33125367 transcript=LOC_Os01g42130.1 locus=LOC_Os01g42130 ID=LOC_Os01g42130.1.MSUv7.0 annot-version=v7.0
OG0004174	Sobic.003G239600.2.p pacid=37913600 transcript=Sobic.003G239600.2 locus=Sobic.003G239600 ID=Sobic.003G239600.2.v3.2 annot-version=v3.1.1	LOC_Os01g46340.1 pacid=33121876 transcript=LOC_Os01g46340.1 locus=LOC_Os01g46340 ID=LOC_Os01g46340.1.MSUv7.0 annot-version=v7.0
OG0004628	Sobic.003G285600.1.p pacid=37913604 transcript=Sobic.003G285600.1 locus=Sobic.003G285600 ID=Sobic.003G285600.1.v3.2 annot-version=v3.1.1	LOC_Os01g53060.1 pacid=33119972 transcript=LOC_Os01g53060.1 locus=LOC_Os01g53060 ID=LOC_Os01g53060.1.MSUv7.0 annot-version=v7.0
OG0003874	Sobic.003G004800.1.p pacid=37913605 transcript=Sobic.003G004800.1 locus=Sobic.003G004800 ID=Sobic.003G004800.1.v3.2 annot-version=v3.1.1	LOC_Os01g13404.1 pacid=33123162 transcript=LOC_Os01g13404.1 locus=LOC_Os01g13404 ID=LOC_Os01g13404.1.MSUv7.0 annot-version=v7.0
OG0015352	Sobic.003G369100.3.p pacid=37913607 transcript=Sobic.003G369100.3 locus=Sobic.003G369100 ID=Sobic.003G369100.3.v3.2 annot-version=v3.1.1	LOC_Os01g64790.1 pacid=33126125 transcript=LOC_Os01g64790.1 locus=LOC_Os01g64790 ID=LOC_Os01g64790.1.MSUv7.0 annot-version=v7.0
OG0007302	Sobic.003G004900.1.p pacid=37913608 transcript=Sobic.003G004900.1 locus=Sobic.003G004900 ID=Sobic.003G004900.1.v3.2 annot-version=v3.1.1	LOC_Os04g24530.1 pacid=33110035 transcript=LOC_Os04g24530.1 locus=LOC_Os04g24530 ID=LOC_Os04g24530.1.MSUv7.0 annot-version=v7.0
